SightingDate	fullLocation	StateText	2013
2/27/14 06:02	Albert Lea, Minnesota	Minnesota	17871
2/27/14 18:00	Decatur, Alabama	Alabama	55816
2/27/14 19:00	Albany, Ohio	Ohio	878
2/27/14 21:33	Attica, New York	New York	2510
2/28/13 10:00	Bellingham, Washington	Washington	82631
2/28/14 00:00	Fort Wayne, Indiana	Indiana	256496
2/28/14 16:00	Huntsville, Alabama	Alabama	186254
2/28/14 19:00	Salem, Oregon	Oregon	160614
2/28/14 23:00	Pittsburgh, Pennsylvania	Pennsylvania	305841
2/3/13 20:00	Sylacauga, Alabama	Alabama	12736
2/3/13 20:15	Apple Valley, California	California	70924
2/3/14 23:15	DeKalb, Illinois	Illinois	43849
2/4/14 19:30	St. Petersburg, Florida	Florida	249688
2/5/13 07:30	Providence, Rhode Island	Rhode Island	177994
2/5/14 00:40	Beckley, West Virginia	West Virginia	17607
2/5/14 18:45	Durham, North Carolina	North Carolina	245475
2/6/13 18:45	Scappoose, Oregon	Oregon	6802
2/6/14 15:15	Middleton, Wisconsin	Wisconsin	18411
2/7/14 17:30	Hamilton, Montana	Montana	4556
2/7/14 21:00	Gilbert, Arizona	Arizona	229972
2/8/14 13:15	Tucson, Arizona	Arizona	526116
2/8/14 21:35	Leesburg, Virginia	Virginia	47673
7/11/14 22:02	Mount Airy, Maryland	Maryland	9365
7/12/13 04:12	Lawrenceville, Georgia	Georgia	29868
7/12/13 08:00	Anaheim, California	California	345012
7/12/13 23:55	Mooresville, North Carolina	North Carolina	34887
7/12/14 01:30	Tacoma, Washington	Washington	203446
7/12/14 20:30	Garland, Texas	Texas	234566
7/12/14 21:15	Monticello, Mississippi	Mississippi	1527
7/12/14 21:25	New Orleans, Louisiana	Louisiana	378715
7/12/14 21:45	Aurora, Ohio	Ohio	15577
7/12/14 22:00	Durant, Oklahoma	Oklahoma	16891
7/12/14 22:30	Miami, Florida	Florida	417650
7/13/13 21:00	Bozeman, Montana	Montana	39860
7/13/13 21:30	Bethlehem, Pennsylvania	Pennsylvania	75018
7/13/14 02:20	Boise, Idaho	Idaho	214237
7/13/14 09:45	Lantana, Florida	Florida	10867
7/13/14 21:45	Emmaus, Pennsylvania	Pennsylvania	11296
7/14/13 18:20	Townsend, Tennessee	Tennessee	452
7/14/13 22:45	Staunton, Virginia	Virginia	24350
7/15/13 05:45	Mesa, Arizona	Arizona	457587
7/15/13 21:00	Bryant, Arkansas	Arkansas	19340
7/16/13 10:30	Monroe, Michigan	Michigan	20405
7/16/13 16:16	Hot Springs, Arkansas	Arkansas	35680
7/16/13 22:00	Prior Lake, Minnesota	Minnesota	24408
7/16/13 22:45	State College, Pennsylvania	Pennsylvania	41757
7/17/13 14:30	Oroville, California	California	16061
7/17/13 21:14	Selma, California	California	24182
7/17/13 22:35	Wichita, Kansas	Kansas	386552
7/17/14 16:30	Ocean Springs, Mississippi	Mississippi	17493
7/17/14 22:10	Garner, North Carolina	North Carolina	26772
7/17/14 23:30	Nampa, Idaho	Idaho	86518
7/18/13 03:00	Fort Lauderdale, Florida	Florida	172389
7/18/13 20:00	Myrtle Beach, South Carolina	South Carolina	29175
7/18/13 20:50	Ocean Springs, Mississippi	Mississippi	17493
7/18/13 22:00	Myrtle Beach, South Carolina	South Carolina	29175
7/18/14 21:52	Holden Beach, North Carolina	North Carolina	611
7/18/14 22:00	Glenwood Springs, Colorado	Colorado	9837
7/18/14 22:00	Greensboro, North Carolina	North Carolina	279639
7/18/14 22:00	Weldon Spring, Missouri	Missouri	5516
7/18/14 23:00	Arlington, Texas	Texas	379577
7/19/13 23:01	Seattle, Washington	Washington	652405
7/19/14 02:45	Sugar Land, Texas	Texas	83860
7/19/14 21:40	Forney, Texas	Texas	16650
7/19/14 21:40	Palm Springs, California	California	46281
7/19/14 22:07	Bernville, Pennsylvania	Pennsylvania	956
7/19/14 23:15	Blackstone, Virginia	Virginia	3574
7/2/14 03:00	Brunswick, Georgia	Georgia	15813
7/2/14 03:14	Bakersfield, California	California	363630
7/2/14 22:30	Tucson, Arizona	Arizona	526116
7/20/13 00:00	Pasco, Washington	Washington	67599
7/20/13 21:40	Dunkirk, New York	New York	12328
7/20/14 20:45	Laguna Beach, California	California	23250
7/21/14 23:00	North Adams, Massachusetts	Massachusetts	13533
7/22/14 02:00	Wolf Point, Montana	Montana	2787
7/22/14 22:00	Roanoke, Virginia	Virginia	98465
7/23/13 17:40	Providence, Rhode Island	Rhode Island	177994
7/25/13 02:43	Point Pleasant, West Virginia	West Virginia	4314
7/25/13 21:15	Syracuse, New York	New York	144669
7/25/13 21:30	Sandy, Utah	Utah	90231
7/25/14 22:15	Mounds View, Minnesota	Minnesota	12525
7/25/14 23:00	Green Bay, Wisconsin	Wisconsin	104779
7/26/13 21:15	York, Pennsylvania	Pennsylvania	43935
7/26/13 21:30	San Marcos, California	California	89387
7/26/13 22:00	Clear Spring, Maryland	Maryland	359
7/26/13 22:00	Greensboro, North Carolina	North Carolina	279639
7/26/13 22:30	Corfu, New York	New York	700
7/26/13 22:30	LaGrange, Ohio	Ohio	2105
7/27/13 22:15	Chagrin Falls, Ohio	Ohio	4056
7/27/14 22:00	Dewey Beach, Delaware	Delaware	357
6/23/13 21:00	Miami, Florida	Florida	417650
6/23/14 20:35	Chandler, Arizona	Arizona	249146
6/23/14 22:00	Pima, Arizona	Arizona	2466
6/23/14 22:30	Summersville, West Virginia	West Virginia	3541
6/23/14 23:00	Pawleys Island, South Carolina	South Carolina	105
6/24/14 21:26	Chatsworth, Georgia	Georgia	4286
6/24/14 23:30	Avenal, California	California	14176
6/25/13 04:25	Leitchfield, Kentucky	Kentucky	6827
6/25/13 23:45	Williamsport, Pennsylvania	Pennsylvania	29349
6/25/14 00:50	Indian Rocks Beach, Florida	Florida	4179
6/25/14 22:15	Jacksonville, Florida	Florida	842583
6/25/14 22:45	North Myrtle Beach, South Carolina	South Carolina	14827
6/26/13 21:30	Santa Cruz, California	California	62864
6/26/14 10:20	North Port, Florida	Florida	59212
6/26/14 21:00	Myrtle Beach, South Carolina	South Carolina	29175
6/26/14 22:15	Mundelein, Illinois	Illinois	31395
6/27/13 21:45	Sulphur Springs, Texas	Texas	15868
6/27/14 00:05	North Kingsville, Ohio	Ohio	2880
6/27/14 21:00	Jacksonville, Alabama	Alabama	12484
6/27/14 22:30	Beaverton, Oregon	Oregon	93542
6/27/14 22:45	Beaumont, California	California	40481
6/27/14 23:00	Grand Blanc, Michigan	Michigan	8095
6/28/13 21:00	Oak Harbor, Washington	Washington	22136
6/28/14 01:00	Detroit, Michigan	Michigan	688701
6/28/14 18:00	Gadsden, Alabama	Alabama	36542
6/29/13 21:38	Lake Wales, Florida	Florida	14916
6/29/13 23:00	Murfreesboro, Tennessee	Tennessee	117044
6/29/14 11:51	Coos Bay, Oregon	Oregon	15946
6/3/13 03:30	Richmond, Virginia	Virginia	214114
6/3/13 21:02	Bakersfield, California	California	363630
6/3/13 22:30	Ithaca, New York	New York	30515
6/3/14 01:00	Kannapolis, North Carolina	North Carolina	44359
6/3/14 21:30	Dublin, Ohio	Ohio	43607
6/3/14 22:30	Tigerton, Wisconsin	Wisconsin	728
6/30/14 00:10	New York, New York	New York	8405837
6/30/14 04:00	Everett, Washington	Washington	105370
6/5/13 01:00	Indianapolis, Indiana	Indiana	843393
6/5/13 12:50	Plummer, Idaho	Idaho	1017
6/5/14 10:00	Kennewick, Washington	Washington	76762
6/6/13 23:20	Mount Vernon, Washington	Washington	32600
6/6/14 06:00	Bellingham, Washington	Washington	82631
6/6/14 20:20	Sunrise, Florida	Florida	90116
6/7/14 20:45	Portsmouth, Virginia	Virginia	96205
6/7/14 21:30	Lancaster, South Carolina	South Carolina	9045
6/7/14 21:45	Rochester, New York	New York	210358
6/7/14 22:00	Huntingdon, Pennsylvania	Pennsylvania	7043
6/8/14 00:15	Ashland, Missouri	Missouri	3823
6/8/14 02:31	Tempe, Arizona	Arizona	168228
6/8/14 21:15	Overland Park, Kansas	Kansas	181260
6/9/13 22:30	Lake Oswego, Oregon	Oregon	37610
7/1/13 21:15	Shorewood, Illinois	Illinois	16327
7/1/13 21:22	North Wildwood, New Jersey	New Jersey	3968
7/1/13 22:00	Arabi, Georgia	Georgia	579
7/1/13 22:33	Moscow, Idaho	Idaho	24534
7/1/14 19:00	San Diego, California	California	1355896
7/10/13 04:00	Indianapolis, Indiana	Indiana	843393
7/10/13 22:35	Minoa, New York	New York	3523
7/10/14 22:00	Wilmington, Delaware	Delaware	71525
7/11/13 20:00	Cedar Rapids, Iowa	Iowa	128429
7/11/13 21:54	St. Charles, Missouri	Missouri	67569
7/11/13 23:00	Clarksville, Iowa	Iowa	1425
7/11/14 05:00	Santa Clara, New Mexico	New Mexico	1678
7/12/13 00:25	Winston-Salem, North Carolina	North Carolina	236441
7/12/13 20:00	Jacksonville, Alabama	Alabama	12484
7/12/13 23:15	New Castle, Virginia	Virginia	153
7/12/13 23:30	Attalla, Alabama	Alabama	5980
7/12/13 23:57	Charlotte, North Carolina	North Carolina	792862
7/12/14 21:00	Nacogdoches, Texas	Texas	33868
7/28/13 02:26	River Falls, Wisconsin	Wisconsin	15209
7/28/13 21:55	North Miami, Florida	Florida	61007
7/28/14 21:45	Charlotte, North Carolina	North Carolina	792862
7/29/13 01:00	Buffalo, New York	New York	258959
7/29/13 01:30	Casper, Wyoming	Wyoming	59628
7/29/13 21:30	Greenville, South Carolina	South Carolina	61397
7/29/13 23:00	Elba, New York	New York	666
7/29/13 23:00	Madison, Wisconsin	Wisconsin	243344
7/29/14 00:56	Grottoes, Virginia	Virginia	2728
7/29/14 17:15	Sherwood, Arkansas	Arkansas	30045
7/3/13 00:00	Albany, Oregon	Oregon	51583
7/3/13 01:30	Berkeley, California	California	116768
7/3/13 21:15	Walla Walla, Washington	Washington	31825
7/3/13 21:30	North East, Maryland	Maryland	3695
7/3/14 23:15	Niles, Illinois	Illinois	30022
7/30/13 21:00	North East, Pennsylvania	Pennsylvania	4234
7/30/13 22:45	Vancouver, Washington	Washington	167405
7/30/14 21:15	Waterbury, Connecticut	Connecticut	109676
7/31/13 20:00	Riverside, California	California	316619
7/31/13 22:34	Elk Grove, California	California	161007
7/31/14 23:00	Sutherlin, Oregon	Oregon	7746
7/4/13 04:00	Warsaw, Indiana	Indiana	14042
7/4/13 04:30	Cedar Hill, Texas	Texas	46663
7/4/13 21:00	Lake Mills, Wisconsin	Wisconsin	5799
7/4/13 21:15	Easton, Pennsylvania	Pennsylvania	27073
7/4/13 21:20	Chalfont, Pennsylvania	Pennsylvania	4062
7/4/13 21:20	Pinellas Park, Florida	Florida	49998
7/4/13 21:30	Howell, Michigan	Michigan	9557
7/4/13 21:38	Woodbury, New Jersey	New Jersey	10078
7/4/13 21:40	Aurora, Colorado	Colorado	345803
7/4/13 21:45	Westminster, Colorado	Colorado	110945
7/4/13 22:25	Seattle, Washington	Washington	652405
7/4/13 22:30	Black Rock, Arkansas	Arkansas	642
7/4/13 22:30	Dearborn, Michigan	Michigan	95884
7/4/13 23:30	Bremerton, Washington	Washington	39056
7/4/14 20:50	Rohnert Park, California	California	41398
7/4/14 21:00	Denham Springs, Louisiana	Louisiana	10148
7/4/14 21:00	Denver, Colorado	Colorado	649495
7/4/14 21:00	Flatwoods, Kentucky	Kentucky	7450
7/4/14 21:05	San Marcos, California	California	89387
7/4/14 21:25	Hinsdale, Illinois	Illinois	17261
7/4/14 21:30	Katy, Texas	Texas	15013
7/4/14 21:30	New York, New York	New York	8405837
7/4/14 21:30	Wilmington, North Carolina	North Carolina	112067
7/4/14 21:40	Latrobe, Pennsylvania	Pennsylvania	8195
7/4/14 21:45	Holden Beach, North Carolina	North Carolina	611
7/4/14 21:55	Downingtown, Pennsylvania	Pennsylvania	7930
7/4/14 22:00	Bantam, Connecticut	Connecticut	746
7/4/14 22:00	Denver, Colorado	Colorado	649495
7/4/14 22:00	O'Fallon, Missouri	Missouri	82809
7/4/14 22:00	Sandusky, Ohio	Ohio	25340
7/4/14 22:00	Sanford, Florida	Florida	56002
7/4/14 22:05	Pennsburg, Pennsylvania	Pennsylvania	3857
7/4/14 22:15	Dublin, Ohio	Ohio	43607
7/4/14 22:25	Chicago, Illinois	Illinois	2718782
7/4/14 22:30	Culpeper, Virginia	Virginia	17145
7/4/14 22:30	Great Falls, Montana	Montana	59351
7/4/14 22:30	Houston, Texas	Texas	2195914
7/4/14 22:50	Kirkland, Washington	Washington	84430
7/4/14 23:00	Eugene, Oregon	Oregon	159190
7/4/14 23:00	Evansville, Indiana	Indiana	120310
7/4/14 23:00	Hubbard, Ohio	Ohio	7751
7/4/14 23:00	La Porte, Indiana	Indiana	22010
7/4/14 23:00	Tinley Park, Illinois	Illinois	57282
7/4/14 23:05	Ferndale, Washington	Washington	12343
7/4/14 23:30	Austin, Texas	Texas	885400
7/4/14 23:36	Albany, New York	New York	98424
7/5/13 20:00	Lake Mills, Wisconsin	Wisconsin	5799
7/5/13 21:30	Valdosta, Georgia	Georgia	56481
7/5/13 21:45	Wheeling, West Virginia	West Virginia	28009
2/9/14 19:45	Newnan, Georgia	Georgia	34847
2/9/14 20:00	St. Anthony, Minnesota	Minnesota	86
3/1/13 23:00	Charleston, West Virginia	West Virginia	50821
3/1/14 00:00	Anchorage, Alaska	Alaska	300950
3/1/14 19:00	Everett, Pennsylvania	Pennsylvania	1787
3/10/13 02:00	Tacoma, Washington	Washington	203446
3/10/13 20:40	Redondo Beach, California	California	67815
3/10/13 21:30	Lakeside, Oregon	Oregon	1680
3/12/14 18:00	Hackensack, New Jersey	New Jersey	44113
3/13/14 03:30	Seattle, Washington	Washington	652405
3/14/13 21:00	Fond du Lac, Wisconsin	Wisconsin	42970
3/14/14 22:00	Rochester, New York	New York	210358
3/15/13 23:00	Avondale, Arizona	Arizona	78822
3/16/13 20:50	Cumming, Georgia	Georgia	5613
3/17/13 11:44	Gulf Shores, Alabama	Alabama	10765
3/17/14 02:00	Charlotte, North Carolina	North Carolina	792862
3/18/14 23:44	Medford, Oregon	Oregon	77677
3/19/13 21:00	New Paltz, New York	New York	6924
3/19/14 04:45	Paradise Valley, Arizona	Arizona	13387
3/19/14 21:00	Ormond Beach, Florida	Florida	38661
3/2/13 22:17	Seattle, Washington	Washington	652405
3/2/13 22:20	Hartly, Delaware	Delaware	76
3/2/14 15:30	Albuquerque, New Mexico	New Mexico	556495
3/2/14 19:00	West Palm Beach, Florida	Florida	102436
3/20/14 15:00	Atwater, California	California	28818
3/20/14 21:28	Sevierville, Tennessee	Tennessee	16011
3/20/14 23:00	Thibodaux, Louisiana	Louisiana	14565
3/21/14 20:00	La Mesa, California	California	58642
3/22/14 10:10	Port St. Lucie, Florida	Florida	171016
3/22/14 13:00	Mount Vernon, Washington	Washington	32600
3/23/13 20:15	Longwood, Florida	Florida	13822
3/23/13 23:30	Lafayette, Indiana	Indiana	70373
3/23/14 19:23	Fullerton, California	California	138981
3/23/14 19:50	Lawndale, California	California	33230
3/24/14 02:00	Moab, Utah	Utah	5130
3/24/14 14:20	Buford, Georgia	Georgia	12962
3/25/14 02:40	Fort Collins, Colorado	Colorado	152061
3/26/14 00:15	Redding, California	California	91119
3/26/14 22:15	Everett, Massachusetts	Massachusetts	42935
3/27/14 21:45	Los Angeles, California	California	3884307
3/28/13 20:00	Ambler, Pennsylvania	Pennsylvania	6501
3/28/13 20:15	Thornton, Colorado	Colorado	127359
3/28/13 23:00	Blaine, Minnesota	Minnesota	60407
3/28/13 23:00	Woodland Park, New Jersey	New Jersey	12274
3/28/14 20:00	Benicia, California	California	27618
3/29/13 03:00	Marion, Iowa	Iowa	36147
3/29/13 21:30	Phoenix, Arizona	Arizona	1513367
3/3/13 21:30	San Leandro, California	California	87965
3/3/13 22:30	Sunset, Utah	Utah	5137
3/30/13 00:55	Worcester, Massachusetts	Massachusetts	182544
3/30/13 22:00	Pickerington, Ohio	Ohio	19085
3/30/14 01:00	Apache Junction, Arizona	Arizona	37130
3/30/14 01:30	Kokomo, Indiana	Indiana	56895
3/30/14 10:10	Trenton, Ohio	Ohio	12191
3/30/14 20:50	Seneca, South Carolina	South Carolina	8207
3/30/14 23:48	Tinley Park, Illinois	Illinois	57282
3/31/13 21:45	Springfield, Missouri	Missouri	164122
3/4/14 21:40	Napa, California	California	79068
3/4/14 22:04	Turlock, California	California	70365
3/5/13 20:00	Normal, Illinois	Illinois	54664
3/5/13 21:33	Mesquite, Nevada	Nevada	16439
3/5/14 21:01	Turlock, California	California	70365
3/5/14 21:18	Medford, Massachusetts	Massachusetts	57170
3/6/14 05:30	Wenatchee, Washington	Washington	32701
3/6/14 20:00	Albuquerque, New Mexico	New Mexico	556495
3/7/13 19:30	Brookside, Alabama	Alabama	1343
3/8/13 18:40	Snoqualmie, Washington	Washington	12018
3/8/13 22:32	Eagle, Idaho	Idaho	21646
3/8/14 05:18	San Bernardino, California	California	213708
7/12/14 21:05	Pearland, Texas	Texas	100065
7/12/14 21:05	Whitewright, Texas	Texas	1612
7/12/14 21:12	San Marcos, Texas	Texas	54076
7/12/14 22:20	West Linn, Oregon	Oregon	25992
7/12/14 23:00	Lincoln, Nebraska	Nebraska	268738
7/12/14 23:00	Rockland, Maine	Maine	7209
7/12/14 23:30	Saugerties, New York	New York	3905
7/13/13 14:50	Cave Creek, Arizona	Arizona	5074
7/13/13 22:15	Franklin, Ohio	Ohio	11829
7/13/14 21:30	North Bend, Oregon	Oregon	9545
7/13/14 22:20	Everett, Washington	Washington	105370
7/13/14 23:00	Mukilteo, Washington	Washington	20860
7/14/13 22:25	Shawano, Wisconsin	Wisconsin	9189
7/14/14 19:40	Helena, Alabama	Alabama	17560
7/15/13 21:00	Grand Rapids, Michigan	Michigan	192294
7/16/14 21:00	Matthews, North Carolina	North Carolina	29384
7/16/14 22:30	Columbus, Georgia	Georgia	202824
7/16/14 23:00	Brundidge, Alabama	Alabama	2036
7/16/14 23:17	North Myrtle Beach, South Carolina	South Carolina	14827
7/17/13 04:00	Boise, Idaho	Idaho	214237
7/17/13 22:30	North Myrtle Beach, South Carolina	South Carolina	14827
7/17/14 12:59	Santa Ana, California	California	334227
7/17/14 18:00	Butler, Wisconsin	Wisconsin	1838
7/17/14 19:00	North Royalton, Ohio	Ohio	30367
7/17/14 20:30	Lakeland, Florida	Florida	100710
7/17/14 23:50	La Porte, Indiana	Indiana	22010
7/18/13 21:00	Baytown, Texas	Texas	75418
7/18/13 21:00	Kiawah Island, South Carolina	South Carolina	1711
7/18/13 21:30	Buffalo, New York	New York	258959
7/18/14 21:40	Export, Pennsylvania	Pennsylvania	900
7/18/14 22:19	Fayetteville, North Carolina	North Carolina	204408
7/18/14 23:00	Jupiter, Florida	Florida	58298
7/19/13 17:00	Elkins, West Virginia	West Virginia	7214
7/19/13 22:20	Ann Arbor, Michigan	Michigan	117025
7/19/14 21:40	Palmyra, Pennsylvania	Pennsylvania	7432
7/2/13 22:36	Farmington, New Mexico	New Mexico	45426
7/20/13 23:40	Pico Rivera, California	California	63771
7/20/14 20:05	Brookport, Illinois	Illinois	951
7/21/13 22:20	Lynden, Washington	Washington	12902
7/21/14 00:30	Burlington, Vermont	Vermont	42284
7/21/14 21:30	Fort Worth, Texas	Texas	792727
7/22/13 21:30	Surfside Beach, South Carolina	South Carolina	4119
7/22/14 00:05	Jacksonville, Florida	Florida	842583
7/22/14 21:20	Baton Rouge, Louisiana	Louisiana	229426
7/22/14 21:30	Fairview, Montana	Montana	943
7/23/13 22:40	Wenatchee, Washington	Washington	32701
7/23/14 05:50	Orlando, Florida	Florida	255483
7/23/14 21:45	Monterey, California	California	28294
7/24/13 12:45	Shakopee, Minnesota	Minnesota	39167
7/24/13 21:35	Whitewater, Wisconsin	Wisconsin	14732
7/24/14 01:54	Los Angeles, California	California	3884307
7/25/13 06:00	Fredonia, New York	New York	10909
7/25/13 09:50	Akron, Ohio	Ohio	198100
7/25/13 23:00	Findlay, Ohio	Ohio	41512
7/25/13 23:00	Syracuse, New York	New York	144669
7/25/14 01:00	Avalon, New Jersey	New Jersey	1310
7/25/14 01:20	Sparks, Nevada	Nevada	93282
7/26/13 00:00	Auburn, California	California	13905
7/26/14 10:00	Clifton, New Jersey	New Jersey	85390
7/26/14 20:00	Butler, New Jersey	New Jersey	7618
7/26/14 21:20	Middletown, New York	New York	27783
7/27/13 01:30	Portland, Oregon	Oregon	609456
7/27/13 21:10	Chillicothe, Illinois	Illinois	6166
7/27/13 21:15	Martin, Tennessee	Tennessee	11359
7/27/13 22:30	Huntsville, Alabama	Alabama	186254
7/27/13 23:00	St. Peters, Missouri	Missouri	54842
7/27/14 00:30	Austin, Texas	Texas	885400
7/27/14 17:00	Sacramento, California	California	479686
7/28/13 00:00	North Las Vegas, Nevada	Nevada	226877
7/5/13 22:25	Sun Prairie, Wisconsin	Wisconsin	30871
7/5/14 21:00	Bovey, Minnesota	Minnesota	816
7/5/14 21:15	West Reading, Pennsylvania	Pennsylvania	4201
7/5/14 21:53	St. Peters, Missouri	Missouri	54842
7/5/14 21:57	Reading, Pennsylvania	Pennsylvania	87893
7/5/14 22:00	Brentwood, Tennessee	Tennessee	40021
7/5/14 22:00	Suwanee, Georgia	Georgia	17688
7/5/14 22:05	Seneca, Missouri	Missouri	2406
7/5/14 22:15	Pottstown, Pennsylvania	Pennsylvania	22562
7/6/13 11:00	Des Moines, Iowa	Iowa	207510
7/6/13 21:00	Peru, Illinois	Illinois	10107
7/6/13 21:30	St. Petersburg, Florida	Florida	249688
7/6/13 22:00	Springfield, Massachusetts	Massachusetts	153703
7/6/14 21:30	Lancaster, Pennsylvania	Pennsylvania	59325
7/7/13 21:00	Baton Rouge, Louisiana	Louisiana	229426
7/7/13 21:00	Norwalk, Connecticut	Connecticut	87776
7/7/13 22:10	Ingleside, Texas	Texas	9557
7/7/13 23:30	Battle Ground, Washington	Washington	18305
7/7/14 12:00	Las Vegas, Nevada	Nevada	603488
7/7/14 20:45	Conway, South Carolina	South Carolina	19300
7/8/13 00:00	Reading, Pennsylvania	Pennsylvania	87893
7/8/13 23:00	Sacramento, California	California	479686
7/8/14 01:00	Sterling Heights, Michigan	Michigan	131224
7/8/14 22:40	El Cajon, California	California	102211
7/9/14 13:00	Wichita, Kansas	Kansas	386552
8/1/13 14:00	Vero Beach, Florida	Florida	15749
8/1/13 21:20	Bethany Beach, Delaware	Delaware	1122
8/1/13 22:15	Coeur d'Alene, Idaho	Idaho	46402
8/10/13 04:00	Richmond, Michigan	Michigan	5817
8/11/13 22:40	Melbourne, Florida	Florida	77508
8/12/13 12:30	Yucaipa, California	California	52536
8/12/13 18:30	Greensboro, North Carolina	North Carolina	279639
8/13/13 02:00	San Diego, California	California	1355896
8/13/13 03:00	East Wenatchee, Washington	Washington	13477
8/13/13 22:20	Ravenna, Ohio	Ohio	11556
8/13/13 23:45	Corte Madera, California	California	9459
8/14/13 21:20	Romeoville, Illinois	Illinois	39650
8/15/13 19:45	Bauxite, Arkansas	Arkansas	499
8/15/13 20:30	Orlando, Florida	Florida	255483
8/15/13 21:30	Maryville, Tennessee	Tennessee	27992
8/15/13 21:45	Sterling Heights, Michigan	Michigan	131224
8/16/13 08:00	Santa Clara, California	California	120245
8/16/13 21:30	Reynoldsburg, Ohio	Ohio	36526
8/17/13 07:30	Madison, Wisconsin	Wisconsin	243344
8/17/13 21:00	Sag Harbor, New York	New York	2254
8/17/13 22:30	Kure Beach, North Carolina	North Carolina	2084
8/18/13 19:30	Centralia, Washington	Washington	16660
8/18/13 20:00	Gilbert, Arizona	Arizona	229972
8/2/13 21:45	Oxford, Ohio	Ohio	21470
8/2/14 00:20	Eugene, Oregon	Oregon	159190
8/2/14 07:45	Waukegan, Illinois	Illinois	88826
8/20/13 22:00	Smithsburg, Maryland	Maryland	2998
8/21/13 14:15	Kennewick, Washington	Washington	76762
8/21/13 20:30	Alton, Illinois	Illinois	27290
8/21/13 21:15	Fort Wayne, Indiana	Indiana	256496
8/22/13 19:46	Huntington Beach, California	California	197575
8/22/13 21:00	Madison, Wisconsin	Wisconsin	243344
8/22/13 21:11	Azle, Texas	Texas	11334
8/22/13 21:47	Deepwater, Missouri	Missouri	425
8/23/13 22:09	Davenport, Iowa	Iowa	102157
8/24/13 20:30	Jackson, Wisconsin	Wisconsin	6740
8/24/13 22:00	Seven Devils, North Carolina	North Carolina	197
8/24/13 23:00	Ilwaco, Washington	Washington	904
8/24/13 23:50	Mason, Ohio	Ohio	31282
8/25/13 01:20	Murray, Kentucky	Kentucky	18106
8/25/13 20:00	Milford, Connecticut	Connecticut	51644
8/25/13 20:30	Indianapolis, Indiana	Indiana	843393
8/25/13 20:30	Spring Hill, Tennessee	Tennessee	32576
8/25/13 23:00	Pelion, South Carolina	South Carolina	693
3/9/13 00:20	Mansfield, Ohio	Ohio	46454
3/9/13 21:12	Portland, Oregon	Oregon	609456
3/9/14 21:30	Lakeland, Florida	Florida	100710
4/1/13 20:00	Wilmington, North Carolina	North Carolina	112067
4/1/13 21:57	Fife, Washington	Washington	9421
4/1/13 22:05	Reading, Pennsylvania	Pennsylvania	87893
4/10/14 00:00	Oakland Park, Florida	Florida	43286
4/10/14 21:25	Turlock, California	California	70365
4/10/14 23:58	Burnsville, Minnesota	Minnesota	61434
4/11/14 21:00	Pevely, Missouri	Missouri	5570
4/11/14 22:05	Thousand Oaks, California	California	128731
4/12/13 00:00	Las Vegas, Nevada	Nevada	603488
4/12/14 20:00	Milton, West Virginia	West Virginia	2517
4/12/14 21:05	Las Cruces, New Mexico	New Mexico	101324
4/13/13 23:14	New Castle, Pennsylvania	Pennsylvania	22748
4/13/14 02:00	Fayetteville, West Virginia	West Virginia	2922
4/13/14 21:00	Roseville, Michigan	Michigan	47555
4/13/14 22:30	New Port Richey, Florida	Florida	15087
4/14/13 00:30	New Castle, Pennsylvania	Pennsylvania	22748
4/15/13 20:00	Jal, New Mexico	New Mexico	2153
4/15/14 00:00	Tacoma, Washington	Washington	203446
4/16/13 21:45	Clayton, Idaho	Idaho	7
4/16/13 22:00	Kahlotus, Washington	Washington	193
4/17/13 00:00	Bartlett, Illinois	Illinois	41679
4/17/14 22:00	Columbus, Mississippi	Mississippi	23518
4/18/14 01:17	Tampa, Florida	Florida	352957
4/18/14 15:00	Derby, Connecticut	Connecticut	12801
4/18/14 20:45	Hernando, Mississippi	Mississippi	15000
4/18/14 21:00	Monroe, Louisiana	Louisiana	49761
4/19/13 05:30	West Liberty, Kentucky	Kentucky	3267
4/19/14 22:00	Hudson, Ohio	Ohio	22474
4/19/14 23:00	Neptune, New Jersey	New Jersey	4839
4/2/13 22:35	Conway, South Carolina	South Carolina	19300
4/2/14 11:00	Kenai, Alaska	Alaska	7452
4/20/13 20:30	Hercules, California	California	24848
4/20/13 23:30	Mesa, Arizona	Arizona	457587
4/20/14 20:00	Seattle, Washington	Washington	652405
4/21/13 00:00	Murfreesboro, Tennessee	Tennessee	117044
4/21/13 04:45	Tracy, California	California	84691
4/22/13 22:00	Memphis, Tennessee	Tennessee	653450
4/22/13 22:15	Toledo, Oregon	Oregon	3466
4/22/14 21:00	Miami Beach, Florida	Florida	91026
4/22/14 21:00	Morristown, Tennessee	Tennessee	29324
4/22/14 21:40	Mount Pulaski, Illinois	Illinois	1540
4/23/14 20:30	Phoenix, Arizona	Arizona	1513367
4/24/13 23:00	Forsyth, Missouri	Missouri	2315
4/24/14 22:00	San Diego, California	California	1355896
4/25/13 02:00	Mondamin, Iowa	Iowa	385
4/25/13 08:45	Indianapolis, Indiana	Indiana	843393
4/25/13 20:30	Conway, Arkansas	Arkansas	63816
4/25/13 22:30	Phoenix, Arizona	Arizona	1513367
4/25/14 21:00	Rifle, Colorado	Colorado	9489
4/25/14 21:30	Morgantown, West Virginia	West Virginia	30666
